igralec,ekipa,passing_yards,passing_td,passing_att,passing_cmp,passing_int,sacks,rushing_yards,rushing_td,rushing_att,fumbles,receiving_yards,receiving_td,receptions,targets,def_interceptions,def_sacks,pozicija,starost,tekme
Dominique Robinson,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,27,12
Dondrea Tillman,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,OLB,27,17
Donovan Ezeiruaku,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,22,17
Donovan McMillon,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,23,17
Donovan Wilson,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,30,15
Dont'e Thornton,LVR,0,0,0,0,0,0,0,0,0,0,135,0,10,30,0,0,WR,23,15
Dontayvion Wicks,GNB,0,0,0,0,0,0,6,0,1,0,332,2,30,46,0,0,WR,24,14
Donte Jackson,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CB,30,17
Dorance Armstrong Jr.,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,28,7
Dorian Mausi,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,23,17
Dorian Strong,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,23,4
Dorian Williams,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,16
Drake Dabney,GNB,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,TE,23,2
Drake Jackson,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,24,3
Drake London,ATL,0,0,0,0,0,0,0,0,0,1,919,7,68,112,0,0,WR,24,12
Drake Maye,NWE,4394,31,492,354,8,47,450,4,103,8,2,0,1,1,0,0,QB,23,17
Drake Thomas,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,25,17
Dre Greenlaw,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,28,8
Dre'Mont Jones,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,28,18
Drew Dalman,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,27,17
Drew Lock,SEA,15,0,3,2,0,0,-5,0,6,2,0,0,0,0,0,0,QB,29,5
Drew Sample,CIN,0,0,0,0,0,0,3,0,1,0,106,1,15,20,0,0,TE,29,17
Drue Tranquill,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,30,17
Durell Nchami,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,25,3
Durham Smythe,CHI,0,0,0,0,0,0,0,0,0,0,25,0,4,6,0,0,TE,30,17
Dyami Brown,JAX,0,0,0,0,0,0,30,0,6,1,227,1,20,37,0,0,WR,26,14
Dylan Cook,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OT,27,5
Dylan Drummond,ATL,0,0,0,0,0,0,0,0,0,0,42,0,7,11,0,0,WR,25,9
Dylan Fairchild,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OG,22,15
Dylan Horton,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,25,16
Dylan Laube,LVR,0,0,0,0,0,0,9,0,7,1,18,0,3,4,0,0,RB,26,17
Dylan Sampson,CLE,0,0,0,0,0,0,175,0,65,1,271,2,33,40,0,0,RB,21,15
E.J. Speed,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,30,16
Easton Mascarenas-Arnold,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,23,16
Ed Oliver,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,28,3
Eddie Goldman,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,31,13
Edgerrin Cooper,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,16
Efton Chism,NWE,0,0,0,0,0,0,0,0,0,0,75,1,3,3,0,0,WR,24,8
Eku Leota,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,26,3
Elandon Roberts,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,31,17
Eli Apple,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,30,2
Elic Ayomanor,TEN,0,0,0,0,0,0,0,0,0,0,515,4,41,89,0,0,WR,22,16
Elijah Arroyo,SEA,0,0,0,0,0,0,0,0,0,1,179,1,15,26,0,0,TE,22,13
Elijah Campbell,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,30,10
Elijah Chatman,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,25,5
Elijah Garcia,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,27,7
Elijah Hicks,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,26,17
Elijah Higgins,ARI,0,0,0,0,0,0,0,0,0,1,301,0,30,37,0,0,TE,25,17
Elijah Jones,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,10
Elijah Mitchell,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RB,27,1
Elijah Molden,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DB,26,12
Elijah Moore,BUF,0,0,0,0,0,0,24,1,6,0,112,0,9,17,0,0,WR,25,9
Elijah Ponder,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,23,15
Elijah Roberts,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,24,17
Elijah Simmons,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,24,9
Elijah Wilkinson,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,30,17
Elijah Williams,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,23,7
Emanuel Wilson,GNB,0,0,0,0,0,0,496,3,125,1,99,0,15,17,0,0,RB,26,17
Emari Demercado,ARI,0,0,0,0,0,0,312,0,44,1,101,1,13,20,0,0,RB,26,13
Emeka Egbuka,TAM,0,0,0,0,0,0,9,0,2,0,938,6,63,127,0,0,WR,23,17
Emmanuel Forbes,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,CB,24,17
Emmanuel Ogbah,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,32,13
Eric Gregory,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,25,6
Eric Johnson,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,27,12
Eric Kendricks,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,33,3
Eric Murray,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,31,12
Eric Saubert,SEA,0,0,0,0,0,0,0,0,0,0,31,0,4,7,0,0,TE,31,11
Eric Stokes,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,16
Eric Watts,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,25,4
Eric Wilson,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,31,17
Erick Hallett,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,25,4
Erik McCoy,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,28,7
Ernest Jones,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,LB,26,15
Esezi Otomewo,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,27,12
Ethan Bonner,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,26,14
Ethan Downs,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,23,1
Ethan Evans,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,24,17
Evan Deckers,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,26,17
Evan Engram,DEN,0,0,0,0,0,0,7,0,1,0,461,1,50,76,0,0,TE,31,16
Evan Hull,NOR,0,0,0,0,0,0,48,0,19,0,6,0,1,1,0,0,RB,25,6
Evan Williams,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,S,24,16
Eyioma Uwazurike,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,27,17
Fabian Moreau,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,31,11
Feleipe Franks,ATL,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,TE,28,17
Folorunso Fatukasi,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,30,4
Foster Moreau,NOR,0,0,0,0,0,0,0,0,0,0,59,0,7,10,0,0,TE,28,11
Foyesade Oluokun,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,30,17
Francisco Mauigoa,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,22,12
Frankie Luvu,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,29,17
Fred Warner,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,29,6
Gabe Davis,BUF,0,0,0,0,0,0,0,0,0,0,129,1,12,18,0,0,WR,26,6
Gage Larvadain,CLE,0,0,0,0,0,0,3,0,1,4,71,0,7,14,0,0,WR,23,13
Gardner Minshew II,KAN,37,0,13,6,1,0,2,0,6,0,0,0,0,0,0,0,QB,29,4
Garett Bolles,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,T,33,17
Garret Wallow,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,26,11
Garrett Bradbury,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,30,17
Garrett Williams,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,24,10
Garrett Wilson,NYJ,0,0,0,0,0,0,0,0,0,1,395,4,36,59,0,0,WR,25,7
Geno Smith,LVR,3025,19,448,302,17,55,109,0,41,4,0,0,0,0,0,0,QB,35,15
Geno Stone,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,26,17
George Holani,SEA,0,0,0,0,0,0,73,1,22,1,15,0,2,2,0,0,RB,26,11
George Karlaftis III,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,24,16
George Kittle,SFO,0,0,0,0,0,0,-3,0,1,0,628,7,57,69,0,0,TE,32,11
George Odum,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,32,3
George Pickens,DAL,0,0,0,0,0,0,0,0,0,4,1429,9,93,137,0,0,WR,24,17
Germaine Pratt,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,29,16
Gervon Dexter,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,24,17
Giovanni Ricci,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TE,29,3
Grady Jarrett,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,32,14
Graham Barton,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,23,17
Grant Calcaterra,PHI,0,0,0,0,0,0,0,0,0,0,76,1,9,13,0,0,TE,27,15
Grant Delpit,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,27,17
Grant Stuard,DET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,LB,27,17
Greedy Vance,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,6
Greg Dortch,ARI,0,0,0,0,0,0,15,1,7,1,206,3,29,33,0,0,WR,27,12
Greg Dulcich,MIA,0,0,0,0,0,0,-7,0,1,1,335,1,26,33,0,0,TE,25,10
Greg Gaines,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,29,17
Greg Newsome II,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,25,17
Gregory Rousseau,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,25,16
Grover Stewart,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DT,32,17
Gunnar Helm,TEN,0,0,0,0,0,0,0,0,0,0,357,2,44,55,0,0,TE,23,16
Gunner Olszewski,NYG,33,1,2,1,0,0,0,0,0,1,145,1,10,13,0,0,WR,29,16
Haason Reddick,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,31,13
Haggai Ndubuisi,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,25,1
Harold Fannin,CLE,0,0,0,0,0,0,13,1,7,1,731,6,72,107,0,0,TE,21,16
Harold Landry,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,29,15
Harrison Bryant,HOU,0,0,0,0,0,0,0,0,0,0,7,0,2,6,0,0,TE,27,12
Harrison Butker,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,30,17
Harrison Phillips,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,29,17
Harrison Smith,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,36,15
Hassan Haskins,LAC,0,0,0,0,0,0,47,0,17,0,13,0,4,4,0,0,RB,26,12
Hayden Rucci,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,24,4
Henry To'oTo'o,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,17
Hjalte Froholdt,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,29,17
Hogan Hatten,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,25,17
Howard Cross III,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,4
Hunter Henry,NWE,0,0,0,0,0,0,0,0,0,0,768,7,60,87,0,0,TE,31,17
Hunter Long,JAX,0,0,0,0,0,0,0,0,0,1,85,2,12,17,0,0,TE,27,9
Hunter Luepke,DAL,0,0,0,0,0,0,71,0,16,0,109,1,13,15,0,0,RB,25,17
Hunter Renfrow,CAR,0,0,0,0,0,0,0,0,0,0,89,2,15,26,0,0,WR,30,6
Ian Thomas,LVR,0,0,0,0,0,0,0,0,0,0,114,0,13,13,0,0,TE,29,15
Ifeatu Melifonwu,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,26,16
Isaac Guerendo,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,25,14
Isaac TeSlaa,DET,0,0,0,0,0,0,0,0,0,0,239,6,16,27,0,0,WR,23,17
Isaac Yiadom,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,29,14
Isaiah Bond,CLE,0,0,0,0,0,0,29,0,5,0,338,0,18,44,0,0,WR,21,16
Isaiah Davis,NYJ,0,0,0,0,0,0,236,1,43,0,186,0,21,28,0,0,RB,23,16
Isaiah Foskey,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,25,8
Isaiah Hodgins,NYG,0,0,0,0,0,0,0,0,0,0,115,1,10,19,0,0,WR,27,7
Isaiah Johnson,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,4
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,0,2,307,1,27,36,0,0,TE,25,14
Isaiah McDuffie,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,26,17
Isaiah McGuire,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,24,17
Isaiah Oliver,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,29,14
Isaiah Pola-Mao,LVR,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,S,26,17
Isaiah Rodgers,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,27,17
Isaiah Simmons,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,27,5
Isaiah Stalbird,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,17
Isaiah Williams,NYJ,0,0,1,0,0,0,34,0,3,1,193,0,26,36,0,0,WR,24,15
Isiah Pacheco,KAN,0,0,0,0,0,0,462,1,118,0,101,1,19,26,0,0,RB,26,13
Ivan Pace,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,17
J.J. McCarthy,MIN,1632,11,243,140,12,27,181,4,37,6,0,0,0,0,0,0,QB,22,10
J.K. Dobbins,DEN,0,0,0,0,0,0,772,4,153,0,37,0,11,14,0,0,RB,27,10
J.T. Gray,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,29,4
JC Latham,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OT,22,13
JD Bertrand,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,15
JJ Pegues,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,9
JL Skinner,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,24,17
JT Tuimoloau,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,22,13
Ja'Marcus Ingram,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,28,11
Ja'Markis Weston,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,3
Ja'Marr Chase,CIN,0,0,0,0,0,0,14,0,3,1,1412,8,125,185,0,0,WR,25,16
Ja'Quan McMillian,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,CB,25,17
Ja'Sir Taylor,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,17
Ja'Tavion Sanders,CAR,0,0,0,0,0,0,0,0,0,0,190,1,29,34,0,0,TE,22,13
Jabrill Peppers,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,30,14
Jacardia Wright,SEA,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,RB,25,1
Jack Bech,LVR,0,0,0,0,0,0,0,0,0,0,224,0,20,29,0,0,WR,23,16
Jack Campbell,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,17
Jack Cochrane,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,26,17
Jack Fox,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,29,17
Jack Gibbens,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,17
Jack Heflin,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,27,1
Jack Jones,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,28,17
Jack Kiser,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,14
Jack Sanborn,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLB,25,6
Jack Sawyer,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,OLB,23,17
Jack Stoll,NOR,0,0,0,0,0,0,0,0,0,0,46,1,6,11,0,0,TE,27,15
Jack Westover,NWE,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,FB,26,17
Jackson Hawes,BUF,0,0,0,0,0,0,0,0,0,0,187,3,16,19,0,0,TE,25,17
Jackson Sirmon,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,1
Jackson Woodard,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,23,3
Jacob Bobenmoyer,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,28,17
Jacob Martin,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,30,17
Jacob Parrish,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,CB,21,17
Jacob Saylors,DET,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,RB,24,16
Jacoby Brissett,ARI,3366,23,485,315,8,43,168,1,38,5,0,0,0,0,0,0,QB,33,14
Jacoby Jones,WAS,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,0,WR,24,1
Jacory Croskey-Merritt,WAS,0,0,0,0,0,0,805,8,175,4,68,0,9,13,0,0,RB,24,17
Jaden Crumedy,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,25,3
Jaden Davis,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,3
Jaden Hicks,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,23,17
Jadeveon Clowney,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,32,13
Jaelan Phillips,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,26,17
Jahan Dotson,PHI,0,0,0,0,0,0,0,0,0,0,262,1,18,36,0,0,WR,25,17
Jahdae Barron,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,24,17
Jahdae Walker,CHI,0,0,0,0,0,0,0,0,0,0,87,2,6,10,0,0,WR,23,9
Jahfari Harvey,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,24,2
Jahlani Tavai,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,29,12
Jahmyr Gibbs,DET,0,0,0,0,0,0,1223,13,243,2,616,5,77,94,0,0,RB,23,17
Jaire Alexander,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,28,2
Jake Bailey,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,28,17
Jake Bates,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,26,17
Jake Bobo,SEA,0,0,0,0,0,0,0,0,0,0,20,0,2,2,0,0,WR,27,11
Jake Browning,CIN,771,6,125,81,8,9,39,1,9,1,0,0,0,0,0,0,QB,29,5
Jake Elliott,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,30,17
Jake Ferguson,DAL,0,0,0,0,0,0,1,0,1,3,600,8,82,102,0,0,TE,26,17
Jake Hansen,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,15
Jake Hummel,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,26,17
Jake Matthews,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,T,33,17
Jake Tonges,SFO,0,0,0,0,0,0,0,0,0,0,293,5,34,46,0,0,TE,26,17
Jakob Johnson,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FB,31,7
Jakobi Meyers,2TM,0,0,0,0,0,0,13,0,5,1,835,3,75,110,0,0,WR,29,16
Jakobi Meyers,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,29,9
Jakobie Keeney-James,GNB,0,0,0,0,0,0,0,0,0,0,15,0,2,2,0,0,WR,25,1
Jakorian Bennett,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,11
Jaleel McLaughlin,DEN,0,0,0,0,0,0,187,1,37,0,27,0,4,6,0,0,RB,25,8
Jalen Brooks,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,25,6
Jalen Brooks,ARI,0,0,0,0,0,0,0,0,0,1,51,0,3,6,0,0,WR,25,5
Jalen Carter,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,11
Jalen Coker,CAR,0,0,0,0,0,0,0,0,0,1,394,3,33,43,0,0,WR,24,11
Jalen Davis,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,29,7
Jalen Graham,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,3
Jalen Hurts,PHI,3224,25,454,294,6,32,421,8,105,8,0,0,0,0,0,0,QB,27,16
Jalen McMillan,TAM,0,0,0,0,0,0,1,0,1,0,178,0,12,15,0,0,WR,24,4
